# scripturl01 :: http://climexp.knmi.nl/getindices.cgi?STATION=CNT&TYPE=t&WMO=KNMIData/cnt_v11&id=someone@somewhere
# CNT [Celsius] Central Netherlands Temperature
# title :: Central Netherlands Temperature
# references :: G. van der Schrier, A. van Ulden, and G. J. van Oldenborgh, Clim. Past, 7, 527-542, 2011, https://doi.org/10.5194/cp-7-527-2011
# institution :: KNMI
# contact :: schrier@knmi.nl
# source_url :: http://climexp.knmi.nl/getindices.cgi?KNMIData/cnt_v11
# version :: 1.1
 1906   3.290000       2.280000       3.790000       7.670000       12.41000       14.17000       16.79000       17.00000       13.35000       11.65000       7.500000     -0.2800000    
 1907   1.480000      0.4100000       4.600000       7.430000       12.49000       13.52000       13.90000       15.55000       13.79000       11.24000       5.580000       3.090000    
 1908  -1.250000       3.290000       3.440000       5.890000       12.98000       16.22000       16.65000       15.08000       13.43000       9.780000       4.230000      0.9700000    
 1909  0.5400000      0.3000000       2.970000       8.550000       11.30000       12.94000       14.58000       16.31000       13.02000       10.95000       3.890000       3.010000    
 1910   3.260000       4.030000       5.260000       7.840000       12.43000       16.00000       15.15000       16.22000       13.35000       10.38000       3.310000       5.340000    
 1911  0.8000000       3.290000       5.180000       7.290000       13.67000       14.46000       18.65000       19.58000       14.65000       9.280000       5.740000       5.220000    
 1912   1.790000       4.170000       7.370000       8.500000       11.80000       15.02000       18.34000       14.03000       10.45000       7.770000       5.020000       5.320000    
 1913   2.360000       3.270000       6.940000       8.680000       12.53000       14.07000       14.57000       15.14000       13.70000       10.90000       8.270000       3.610000    
 1914 -0.5900000       5.760000       5.920000       10.19000       11.36000       14.06000       17.64000       17.40000       13.53000       9.690000       4.900000       4.870000    
 1915   2.800000       3.010000       3.860000       7.450000       12.50000       15.88000       15.64000       15.66000       13.10000       7.520000       2.560000       5.120000    
 1916   5.630000       2.600000       4.350000       8.710000       13.20000       11.98000       15.30000       16.31000       13.22000       10.11000       5.750000       2.540000    
 1917  -1.000000      -1.840000       1.820000       4.530000       14.91000       17.91000       16.73000       16.28000       14.67000       7.730000       7.030000     -0.4000000    
 1918   2.790000       3.980000       4.610000       8.130000       13.98000       13.17000       16.08000       16.01000       13.14000       9.210000       4.190000       5.810000    
 1919   1.900000      0.5000000       4.050000       6.230000       13.62000       14.47000       13.86000       16.28000       14.67000       6.750000       1.670000       3.520000    
 1920   4.000000       5.290000       7.370000       9.290000       13.00000       15.48000       16.31000       14.37000       13.31000       8.310000       3.040000       2.090000    
 1921   5.950000       2.930000       6.640000       8.580000       13.36000       14.54000       18.33000       16.96000       14.25000       12.83000      0.9800000       2.930000    
 1922  0.1600000       1.490000       4.110000       5.840000       13.65000       15.01000       15.13000       15.10000       12.37000       6.000000       4.640000       4.420000    
 1923   3.690000       3.100000       6.490000       7.530000       10.23000       11.23000       18.71000       15.65000       12.98000       10.69000       2.980000      0.2800000    
 1924  0.1700000      0.7000000E-01   3.220000       6.490000       13.38000       14.77000       16.15000       14.29000       13.93000       10.37000       4.770000       3.760000    
 1925   3.700000       4.630000       3.300000       8.000000       13.63000       14.96000       18.08000       16.30000       11.52000       9.700000       2.550000       1.490000    
 1926   2.040000       6.370000       5.690000       9.800000       10.41000       13.48000       17.55000       16.44000       15.42000       7.980000       6.760000       2.430000    
 1927   3.680000       2.700000       6.480000       7.650000       11.17000       13.04000       16.81000       16.64000       13.97000       10.19000       4.030000      -1.390000    
 1928   3.510000       4.560000       4.500000       8.100000       10.62000       13.75000       17.41000       16.06000       12.69000       9.600000       7.260000       2.000000    
 1929  -1.710000      -5.630000       3.930000       5.310000       12.81000       13.65000       17.01000       16.55000       16.17000       9.930000       6.060000       5.100000    
 1930   4.780000       1.390000       5.010000       8.710000       11.55000       17.52000       15.95000       16.40000       13.87000       10.10000       7.060000       2.170000    
 1931   2.340000      0.9500000       2.390000       7.050000       13.66000       15.36000       16.51000       15.63000       11.50000       8.680000       6.660000       2.650000    
 1932   4.000000       1.080000       2.970000       6.950000       12.09000       14.83000       17.35000       19.02000       14.78000       9.200000       5.240000       3.380000    
 1933  0.1000000E-01   2.500000       6.790000       8.490000       11.79000       15.13000       18.10000       17.63000       14.73000       9.790000       3.710000      -2.640000    
 1934   2.090000       3.020000       4.680000       10.37000       12.11000       15.70000       17.58000       16.42000       16.12000       11.12000       5.200000       7.080000    
 1935   2.440000       4.090000       5.000000       7.770000       10.89000       16.38000       17.73000       17.16000       14.21000       9.560000       7.040000       2.370000    
 1936   4.660000       1.920000       6.540000       5.910000       12.71000       16.30000       16.38000       17.00000       14.03000       8.370000       5.000000       3.080000    
 1937   2.680000       4.620000       3.300000       8.650000       14.03000       15.52000       16.69000       17.20000       13.54000       10.93000       4.440000       1.330000    
 1938   3.830000       2.960000       7.740000       6.490000       10.99000       15.50000       16.26000       17.93000       15.13000       9.550000       8.570000      0.1600000    
 1939   4.290000       3.550000       4.290000       9.170000       11.78000       16.16000       16.93000       17.74000       14.93000       7.520000       7.310000      0.7800000    
 1940  -6.240000      -1.320000       5.070000       8.860000       13.11000       16.32000       15.74000       15.30000       12.90000       8.760000       6.610000      0.2800000    
 1941  -2.710000       1.590000       4.760000       6.730000       9.590000       16.45000       18.97000       14.82000       14.29000       9.380000       4.080000       4.240000    
 1942  -5.230000      -4.380000       2.960000       8.950000       11.93000       14.45000       15.76000       17.91000       14.79000       11.70000       5.280000       4.230000    
 1943   2.670000       4.220000       6.410000       10.32000       13.20000       14.15000       17.24000       16.88000       13.55000       10.59000       4.590000       1.250000    
 1944   5.040000       1.310000       3.170000       9.440000       11.45000       13.75000       16.65000       19.34000       13.15000       9.380000       6.020000       2.460000    
 1945  -1.910000       6.030000       7.410000       9.590000       13.50000       15.92000       17.83000       16.19000       14.54000       11.31000       4.680000       3.190000    
 1946  0.9000000E-01   4.310000       4.290000       10.25000       12.72000       13.82000       17.40000       15.70000       14.58000       9.110000       6.320000     -0.3100000    
 1947  -1.440000      -5.400000       3.400000       9.110000       15.00000       17.37000       18.93000       19.94000       17.03000       9.400000       6.790000       3.840000    
 1948   5.070000       2.680000       6.870000       9.960000       12.83000       15.12000       16.44000       16.50000       14.47000       9.620000       5.000000       3.550000    
 1949   3.640000       3.860000       3.870000       10.39000       11.36000       14.23000       17.55000       17.27000       17.31000       11.41000       4.980000       4.110000    
 1950   1.110000       5.630000       6.430000       7.440000       12.82000       17.41000       17.44000       17.36000       13.31000       9.090000       5.750000      -1.420000    
 1951   4.080000       3.830000       3.860000       7.210000       11.96000       15.29000       17.02000       16.72000       15.45000       8.540000       8.290000       4.130000    
 1952   2.340000       2.250000       4.930000       10.81000       13.37000       15.20000       17.47000       17.30000       11.28000       8.230000       2.860000       1.470000    
 1953   1.010000       2.210000       4.910000       8.830000       13.47000       15.83000       16.99000       16.82000       14.10000       11.50000       6.930000       5.210000    
 1954 -0.2400000     -0.1200000       6.080000       6.840000       12.93000       15.22000       14.38000       15.87000       13.62000       11.75000       6.670000       5.400000    
 1955  0.2800000     -0.5000000E-01   1.990000       8.680000       10.09000       14.77000       17.81000       18.00000       14.48000       9.160000       6.090000       4.630000    
 1956   2.110000      -6.900000       5.500000       5.860000       12.79000       12.97000       16.57000       14.31000       14.86000       9.650000       4.840000       5.420000    
 1957   3.380000       5.310000       8.490000       8.530000       10.45000       16.74000       17.90000       15.76000       12.89000       10.63000       6.250000       2.750000    
 1958   2.060000       3.700000       2.240000       6.250000       12.56000       14.87000       16.83000       17.45000       15.82000       10.85000       5.110000       4.510000    
 1959   1.580000      0.7700000       6.970000       10.01000       13.40000       16.31000       19.09000       17.98000       15.70000       11.17000       5.240000       4.330000    
 1960   2.390000       3.170000       5.820000       8.840000       13.26000       16.23000       15.31000       15.83000       13.53000       10.62000       7.410000       2.960000    
 1961   1.840000       6.210000       7.030000       10.63000       11.01000       15.55000       15.47000       16.03000       16.99000       11.40000       4.760000       1.740000    
 1962   3.420000       2.490000       1.910000       8.100000       9.910000       13.95000       14.80000       15.37000       12.90000       10.33000       4.080000     -0.7000000    
 1963  -5.510000      -3.420000       4.720000       9.120000       11.10000       15.76000       16.64000       15.33000       13.96000       9.470000       8.340000      -1.320000    
 1964  0.2600000       3.500000       2.700000       8.880000       14.45000       15.59000       17.22000       16.33000       14.38000       7.910000       6.170000       2.260000    
 1965   2.530000       1.540000       4.360000       7.540000       11.97000       14.99000       14.73000       15.45000       12.98000       9.930000       2.610000       4.250000    
 1966  0.1000000       4.670000       4.920000       8.680000       13.18000       16.85000       15.45000       15.87000       13.91000       11.15000       4.110000       4.110000    
 1967   3.030000       4.910000       6.500000       7.270000       12.72000       14.57000       18.46000       16.48000       14.13000       11.57000       4.820000       2.700000    
 1968   1.610000       1.360000       5.990000       9.570000       11.00000       15.46000       16.23000       16.89000       14.36000       11.70000       4.930000     -0.1500000    
 1969   4.270000     -0.3000000       2.460000       7.960000       12.95000       15.15000       18.16000       17.44000       14.69000       12.43000       6.250000      -1.720000    
 1970  0.7500000      0.8700000       2.670000       5.960000       13.09000       17.64000       15.80000       17.05000       14.37000       10.52000       7.420000       2.110000    
 1971   2.290000       3.560000       2.510000       8.180000       14.06000       14.04000       17.51000       17.18000       12.88000       10.13000       5.050000       5.190000    
 1972  0.6000000       3.750000       6.290000       7.610000       11.82000       13.65000       17.26000       15.51000       11.57000       8.740000       5.750000       3.380000    
 1973   2.670000       2.620000       5.080000       6.010000       12.25000       16.34000       17.06000       17.94000       14.64000       8.770000       5.150000       2.580000    
 1974   5.280000       4.450000       5.650000       9.040000       11.62000       14.85000       15.30000       16.45000       12.79000       6.780000       6.440000       7.030000    
 1975   6.270000       3.210000       4.570000       7.440000       11.17000       15.12000       17.84000       19.63000       15.24000       8.500000       5.050000       2.880000    
 1976   3.780000       2.900000       3.050000       7.420000       13.52000       18.17000       19.42000       17.94000       13.79000       11.15000       6.520000       1.030000    
 1977   2.630000       4.780000       7.080000       6.420000       11.91000       14.60000       16.81000       15.94000       13.01000       11.41000       6.520000       4.770000    
