# Data file for fitting
0.0000e+00, 6.3783e-02, 3.0000e-02
5.0251e-02, -2.8363e-02, 3.0000e-02
1.0050e-01, 7.4356e-02, 3.0000e-02
1.5075e-01, 1.1255e-01, 3.0000e-02
2.0101e-01, 1.1768e-01, 3.0000e-02
2.5126e-01, 1.4813e-01, 3.0000e-02
3.0151e-01, 2.1565e-01, 3.0000e-02
3.5176e-01, 2.7012e-01, 3.0000e-02
4.0201e-01, 2.3477e-01, 3.0000e-02
4.5226e-01, 3.0417e-01, 3.0000e-02
5.0251e-01, 3.4927e-01, 3.0000e-02
5.5276e-01, 3.9406e-01, 3.0000e-02
6.0302e-01, 3.8058e-01, 3.0000e-02
6.5327e-01, 4.4505e-01, 3.0000e-02
7.0352e-01, 4.9374e-01, 3.0000e-02
7.5377e-01, 5.4866e-01, 3.0000e-02
8.0402e-01, 5.5581e-01, 3.0000e-02
8.5427e-01, 6.3529e-01, 3.0000e-02
9.0452e-01, 6.9117e-01, 3.0000e-02
9.5477e-01, 6.9276e-01, 3.0000e-02
1.0050e+00, 7.0427e-01, 3.0000e-02
1.0553e+00, 7.3782e-01, 3.0000e-02
1.1055e+00, 7.8759e-01, 3.0000e-02
1.1558e+00, 8.2944e-01, 3.0000e-02
1.2060e+00, 8.2824e-01, 3.0000e-02
1.2563e+00, 8.7802e-01, 3.0000e-02
1.3065e+00, 8.5879e-01, 3.0000e-02
1.3568e+00, 9.2653e-01, 3.0000e-02
1.4070e+00, 9.5318e-01, 3.0000e-02
1.4573e+00, 1.0542e+00, 3.0000e-02
1.5075e+00, 1.0847e+00, 3.0000e-02
1.5578e+00, 1.0727e+00, 3.0000e-02
1.6080e+00, 1.1411e+00, 3.0000e-02
1.6583e+00, 1.2531e+00, 3.0000e-02
1.7085e+00, 1.2821e+00, 3.0000e-02
1.7588e+00, 1.2476e+00, 3.0000e-02
1.8090e+00, 1.3138e+00, 3.0000e-02
1.8593e+00, 1.3982e+00, 3.0000e-02
1.9095e+00, 1.3948e+00, 3.0000e-02
1.9598e+00, 1.4683e+00, 3.0000e-02
2.0101e+00, 1.5356e+00, 3.0000e-02
2.0603e+00, 1.5533e+00, 3.0000e-02
2.1106e+00, 1.6789e+00, 3.0000e-02
2.1608e+00, 1.7406e+00, 3.0000e-02
2.2111e+00, 1.7584e+00, 3.0000e-02
2.2613e+00, 1.8572e+00, 3.0000e-02
2.3116e+00, 1.8858e+00, 3.0000e-02
2.3618e+00, 1.9709e+00, 3.0000e-02
2.4121e+00, 2.0499e+00, 3.0000e-02
2.4623e+00, 2.1403e+00, 3.0000e-02
2.5126e+00, 2.1820e+00, 3.0000e-02
2.5628e+00, 2.3570e+00, 3.0000e-02
2.6131e+00, 2.3343e+00, 3.0000e-02
2.6633e+00, 2.5264e+00, 3.0000e-02
2.7136e+00, 2.5735e+00, 3.0000e-02
2.7638e+00, 2.6473e+00, 3.0000e-02
2.8141e+00, 2.8145e+00, 3.0000e-02
2.8643e+00, 2.9028e+00, 3.0000e-02
2.9146e+00, 2.9958e+00, 3.0000e-02
2.9648e+00, 3.1203e+00, 3.0000e-02
3.0151e+00, 3.2789e+00, 3.0000e-02
3.0653e+00, 3.3811e+00, 3.0000e-02
3.1156e+00, 3.5387e+00, 3.0000e-02
3.1658e+00, 3.6050e+00, 3.0000e-02
3.2161e+00, 3.7330e+00, 3.0000e-02
3.2663e+00, 3.9285e+00, 3.0000e-02
3.3166e+00, 4.0896e+00, 3.0000e-02
3.3668e+00, 4.1889e+00, 3.0000e-02
3.4171e+00, 4.2308e+00, 3.0000e-02
3.4673e+00, 4.4020e+00, 3.0000e-02
3.5176e+00, 4.5387e+00, 3.0000e-02
3.5678e+00, 4.6373e+00, 3.0000e-02
3.6181e+00, 4.7949e+00, 3.0000e-02
3.6683e+00, 4.8741e+00, 3.0000e-02
3.7186e+00, 4.9388e+00, 3.0000e-02
3.7688e+00, 5.0181e+00, 3.0000e-02
3.8191e+00, 5.1657e+00, 3.0000e-02
3.8693e+00, 5.1710e+00, 3.0000e-02
3.9196e+00, 5.1760e+00, 3.0000e-02
3.9698e+00, 5.2709e+00, 3.0000e-02
4.0201e+00, 5.3025e+00, 3.0000e-02
4.0704e+00, 5.3393e+00, 3.0000e-02
4.1206e+00, 5.3790e+00, 3.0000e-02
4.1709e+00, 5.4040e+00, 3.0000e-02
4.2211e+00, 5.3475e+00, 3.0000e-02
4.2714e+00, 5.3899e+00, 3.0000e-02
4.3216e+00, 5.3178e+00, 3.0000e-02
4.3719e+00, 5.3301e+00, 3.0000e-02
4.4221e+00, 5.2321e+00, 3.0000e-02
4.4724e+00, 5.2644e+00, 3.0000e-02
4.5226e+00, 5.1640e+00, 3.0000e-02
4.5729e+00, 5.0906e+00, 3.0000e-02
4.6231e+00, 5.0946e+00, 3.0000e-02
4.6734e+00, 5.0627e+00, 3.0000e-02
4.7236e+00, 4.9534e+00, 3.0000e-02
4.7739e+00, 4.9535e+00, 3.0000e-02
4.8241e+00, 4.8493e+00, 3.0000e-02
4.8744e+00, 4.7910e+00, 3.0000e-02
4.9246e+00, 4.7502e+00, 3.0000e-02
4.9749e+00, 4.6299e+00, 3.0000e-02
5.0251e+00, 4.6312e+00, 3.0000e-02
5.0754e+00, 4.5413e+00, 3.0000e-02
5.1256e+00, 4.5452e+00, 3.0000e-02
5.1759e+00, 4.4413e+00, 3.0000e-02
5.2261e+00, 4.4455e+00, 3.0000e-02
5.2764e+00, 4.3455e+00, 3.0000e-02
5.3266e+00, 4.3538e+00, 3.0000e-02
5.3769e+00, 4.3911e+00, 3.0000e-02
5.4271e+00, 4.3014e+00, 3.0000e-02
5.4774e+00, 4.2745e+00, 3.0000e-02
5.5276e+00, 4.2644e+00, 3.0000e-02
5.5779e+00, 4.2510e+00, 3.0000e-02
5.6281e+00, 4.1913e+00, 3.0000e-02
5.6784e+00, 4.2404e+00, 3.0000e-02
5.7286e+00, 4.2887e+00, 3.0000e-02
5.7789e+00, 4.2744e+00, 3.0000e-02
5.8291e+00, 4.2446e+00, 3.0000e-02
5.8794e+00, 4.2511e+00, 3.0000e-02
5.9296e+00, 4.2864e+00, 3.0000e-02
5.9799e+00, 4.2901e+00, 3.0000e-02
6.0302e+00, 4.3653e+00, 3.0000e-02
6.0804e+00, 4.3518e+00, 3.0000e-02
6.1307e+00, 4.3746e+00, 3.0000e-02
6.1809e+00, 4.3885e+00, 3.0000e-02
6.2312e+00, 4.4042e+00, 3.0000e-02
6.2814e+00, 4.4484e+00, 3.0000e-02
6.3317e+00, 4.4498e+00, 3.0000e-02
6.3819e+00, 4.4904e+00, 3.0000e-02
6.4322e+00, 4.5419e+00, 3.0000e-02
6.4824e+00, 4.5490e+00, 3.0000e-02
6.5327e+00, 4.5731e+00, 3.0000e-02
6.5829e+00, 4.6408e+00, 3.0000e-02
6.6332e+00, 4.6569e+00, 3.0000e-02
6.6834e+00, 4.6521e+00, 3.0000e-02
6.7337e+00, 4.7291e+00, 3.0000e-02
6.7839e+00, 4.7218e+00, 3.0000e-02
6.8342e+00, 4.7855e+00, 3.0000e-02
6.8844e+00, 4.8916e+00, 3.0000e-02
6.9347e+00, 4.8718e+00, 3.0000e-02
6.9849e+00, 4.9360e+00, 3.0000e-02
7.0352e+00, 4.9546e+00, 3.0000e-02
7.0854e+00, 5.0006e+00, 3.0000e-02
7.1357e+00, 4.9670e+00, 3.0000e-02
7.1859e+00, 5.0580e+00, 3.0000e-02
7.2362e+00, 5.0477e+00, 3.0000e-02
7.2864e+00, 5.1063e+00, 3.0000e-02
7.3367e+00, 5.1884e+00, 3.0000e-02
7.3869e+00, 5.1896e+00, 3.0000e-02
7.4372e+00, 5.1713e+00, 3.0000e-02
7.4874e+00, 5.2473e+00, 3.0000e-02
7.5377e+00, 5.2306e+00, 3.0000e-02
7.5879e+00, 5.3377e+00, 3.0000e-02
7.6382e+00, 5.3459e+00, 3.0000e-02
7.6884e+00, 5.3430e+00, 3.0000e-02
7.7387e+00, 5.3946e+00, 3.0000e-02
7.7889e+00, 5.4662e+00, 3.0000e-02
7.8392e+00, 5.4782e+00, 3.0000e-02
7.8894e+00, 5.5016e+00, 3.0000e-02
7.9397e+00, 5.5355e+00, 3.0000e-02
7.9899e+00, 5.5611e+00, 3.0000e-02
8.0402e+00, 5.6491e+00, 3.0000e-02
8.0905e+00, 5.6325e+00, 3.0000e-02
8.1407e+00, 5.6518e+00, 3.0000e-02
8.1910e+00, 5.7163e+00, 3.0000e-02
8.2412e+00, 5.7794e+00, 3.0000e-02
8.2915e+00, 5.7799e+00, 3.0000e-02
8.3417e+00, 5.8643e+00, 3.0000e-02
8.3920e+00, 5.9010e+00, 3.0000e-02
8.4422e+00, 5.9234e+00, 3.0000e-02
8.4925e+00, 5.9679e+00, 3.0000e-02
8.5427e+00, 6.0096e+00, 3.0000e-02
8.5930e+00, 6.0306e+00, 3.0000e-02
8.6432e+00, 6.0314e+00, 3.0000e-02
8.6935e+00, 6.0862e+00, 3.0000e-02
8.7437e+00, 6.1175e+00, 3.0000e-02
8.7940e+00, 6.1196e+00, 3.0000e-02
8.8442e+00, 6.1733e+00, 3.0000e-02
8.8945e+00, 6.2198e+00, 3.0000e-02
8.9447e+00, 6.2183e+00, 3.0000e-02
8.9950e+00, 6.2985e+00, 3.0000e-02
9.0452e+00, 6.3355e+00, 3.0000e-02
9.0955e+00, 6.3288e+00, 3.0000e-02
9.1457e+00, 6.3890e+00, 3.0000e-02
9.1960e+00, 6.4636e+00, 3.0000e-02
9.2462e+00, 6.4961e+00, 3.0000e-02
9.2965e+00, 6.5396e+00, 3.0000e-02
9.3467e+00, 6.5354e+00, 3.0000e-02
9.3970e+00, 6.5792e+00, 3.0000e-02
9.4472e+00, 6.6184e+00, 3.0000e-02
9.4975e+00, 6.6845e+00, 3.0000e-02
9.5477e+00, 6.7033e+00, 3.0000e-02
9.5980e+00, 6.6965e+00, 3.0000e-02
9.6482e+00, 6.7105e+00, 3.0000e-02
9.6985e+00, 6.8075e+00, 3.0000e-02
9.7487e+00, 6.7838e+00, 3.0000e-02
9.7990e+00, 6.8932e+00, 3.0000e-02
9.8492e+00, 6.9067e+00, 3.0000e-02
9.8995e+00, 6.9653e+00, 3.0000e-02
9.9497e+00, 6.9706e+00, 3.0000e-02
1.0000e+01, 6.9956e+00, 3.0000e-02
